chrom	length.x	bases.x	mean.x	min.x	max.x	length.y	bases.y	mean.y	min.y	max.y	fmnorm
128247	1016	4495	4.42	0	28	1016	48463	47.7	0	119	3.07901103706219
128257	1074	6718	6.26	0	21	1074	38780	36.11	0	70	2.17530390357677
128683	1075	718	0.67	0	6	1075	218915	203.64	0	490	7.89478420536679
128909	1003	334	0.33	0	14	1003	30077	29.99	0	64	6.15301173307103
129370	1099	21546	19.61	0	30	1099	71074	64.67	0	108	1.36864712041647
129418	1150	11466	9.97	0	37	1150	34746	30.21	0	61	1.24650081989049
12948	1503	5720	3.81	0	24	1503	50897	33.86	0	78	2.79885911596307
130960	1122	867	0.77	0	6	1122	30149	26.87	0	48	4.77213411087901
131155	1166	9857	8.45	0	41	1166	66238	56.81	0	107	2.39626170203289
131208	1147	138447	120.7	0	862	1147	384284	335.03	0	1712	1.12000465582447
131224	1015	4169	4.11	0	22	1015	24805	24.44	0	34	2.21917403169779
131454	1177	5909	5.02	0	30	1177	15500	13.17	0	53	1.03863612186649
131940	1024	394	0.38	0	2	1024	35009	34.19	0	53	6.13857123955056
132011	1036	6428	6.2	0	37	1036	32750	31.61	0	58	1.99718096019101
132018	1032	13651	13.23	0	29	1032	39159	37.94	0	89	1.16704666269355
132055	1023	6059	5.92	0	35	1023	15577	15.23	0	76	1.01038690641909
132156	1524	211	0.14	0	1	1524	40854	26.81	0	55	7.2283406274857
132590	1062	8678	8.17	0	39	1062	39083	36.8	0	86	1.81843782835944
132619	1392	17316	12.44	0	55	1392	51494	36.99	0	69	1.21928886055414
132794	1233	13187	10.7	0	29	1233	44047	35.72	0	61	1.38626132939346
134294	1571	29740	18.93	0	118	1571	99958	63.63	0	269	1.39617275610875
13451	1048	3003	2.87	0	17	1048	47503	45.33	0	116	3.62848356477104
134536	1070	2597	2.43	0	11	1070	34106	31.87	0	52	3.36031084573282
13517	1415	1254	0.89	0	16	1415	43010	30.4	0	55	4.7412622229253
13653	1746	24707	14.15	0	70	1746	177291	101.54	0	344	2.49031425257112
14245	1088	3766	3.46	0	10	1088	536465	493.07	0	1270	6.80201667467293
143342	1418	392	0.28	0	5	1418	40681	28.69	0	50	6.32611737627181
143402	1456	5421	3.72	0	24	1456	41463	28.48	0	64	2.58371466541911
143425	1383	334	0.24	0	4	1383	31566	22.82	0	37	6.21826062112827
143533	3759	21427	5.7	0	53	3759	140736	37.44	0	107	2.36268665609205
143981	1080	2684	2.49	0	23	1080	28172	26.09	0	58	3.03641934231012
143983	1302	3018	2.32	0	45	1302	42698	32.79	0	69	3.46819923682624
144244	1896	5883	3.1	0	68	1896	63533	33.51	0	75	3.08139161149098
144327	1486	7812	5.26	0	56	1486	56635	38.11	0	93	2.50417494908061
144399	1068	539	0.5	0	5	1068	31123	29.14	0	50	5.51206901785053
144800	2177	2063	0.95	0	12	2177	69425	31.89	0	87	4.71617281948206
144953	1370	15178	11.08	0	44	1370	57670	42.09	0	91	1.57265967385261
145004	1315	30958	23.54	0	42	1315	84868	64.54	0	103	1.10221930300924
145331	1108	1301	1.17	0	4	1108	3987	3.6	0	20	1.26862842230702
145532	7124	14375	2.02	0	49	7124	261121	36.65	0	92	3.82852604583013
145950	1521	1127	0.74	0	21	1521	45556	29.95	0	54	4.98602696760794
146130	2148	302	0.14	0	4	2148	68179	31.74	0	51	7.47187153633832
146173	1223	9343	7.64	0	41	1223	49222	40.25	0	96	2.04448428541434
146460	1387	2394	1.73	0	13	1387	47826	34.48	0	65	3.96405587701312
146558	1092	2023	1.85	0	9	1092	19269	17.65	0	39	2.90121105320298
14657	1018	1633	1.6	0	8	1018	262778	258.13	0	764	6.98102215215091
146577	1795	3728	2.08	0	30	1795	62491	34.81	0	62	3.71198642614334
146737	2012	13073	6.5	0	66	2012	64024	31.82	0	70	1.93856225797598
146880	1165	9977	8.56	0	23	1165	30185	25.91	0	41	1.24496635933969
146941	1120	48	0.04	0	1	1120	39676	35.42	0	80	9.43748854231266
146969	2409	879	0.36	0	5	2409	80205	33.29	0	58	6.1780881992587
147008	1083	3160	2.92	0	19	1083	36538	33.74	0	69	3.1775597449683
147078	2374	8682	3.66	0	27	2374	84412	35.56	0	87	2.92747981610647
147273	6271	14411	2.3	0	41	6271	200189	31.92	0	65	3.44189493083872
147372	4254	2974	0.7	0	9	4254	116663	27.42	0	50	4.93886988439501
147379	1403	8849	6.31	0	24	1403	35009	24.95	0	49	1.63046795080282
147393	2858	2859	1	0	13	2858	105770	37.01	0	84	4.85698327608624
147395	1533	4354	2.84	0	51	1533	48890	31.89	0	119	3.13628130830833
147522	1092	1559	1.43	0	12	1092	20261	18.55	0	68	3.34447218029052
147822	1374	7263	5.29	0	29	1374	29168	21.23	0	49	1.6519047893521
147857	2500	2890	1.16	0	19	2500	80390	32.16	0	50	4.4402107416121
148158	1479	15038	10.17	0	68	1479	106856	72.25	0	214	2.47581795397865
148211	1188	386	0.32	0	4	1188	78267	65.88	0	139	7.3327648852871
148217	1474	1476	1	0	7	1474	34238	23.23	0	46	4.18505729459483
148287	1168	5079	4.35	0	22	1168	30054	25.73	0	55	2.21150419655846
148312	1712	599	0.35	0	2	1712	80076	46.77	0	193	6.70922474203472
14834	1370	757	0.55	0	6	1370	42127	30.75	0	46	5.45215102715005
148457	1012	1256	1.24	0	22	1012	24577	24.29	0	49	3.93909050980974
148512	1790	7538	4.21	0	30	1790	72751	40.64	0	118	2.91814830926652
148621	1372	19185	13.98	0	31	1372	63102	45.99	0	86	1.36509588256524
148644	1574	21726	13.8	0	149	1574	113900	72.36	0	776	2.03766418651646
148647	4006	10532	2.63	0	28	4006	128315	32.03	0	68	3.25342913904313
148693	2439	5375	2.2	0	28	2439	85488	35.05	0	81	3.64097906093407
148717	1268	9448	7.45	0	32	1268	25985	20.49	0	36	1.10674769922247
148891	1632	10724	6.57	0	27	1632	65089	39.88	0	84	2.24884017963661
148999	2126	4009	1.89	0	29	2126	60528	28.47	0	53	3.56012439908194
149153	3714	87	0.02	0	2	3714	260	0.07	0	10	1.45449496761835
149211	1165	26002	22.32	0	81	1165	107970	92.68	0	213	1.70106106259638
149412	1805	2749	1.52	0	13	1805	60743	33.65	0	59	4.11560332161484
149463	1181	5367	4.54	0	28	1181	38306	32.44	0	70	2.4841496624871
149510	1679	3694	2.2	0	21	1679	53085	31.62	0	70	3.49240198439446
149531	1303	5867	4.5	0	39	1303	53974	41.42	0	100	2.84947069256422
149570	1335	2695	2.02	0	18	1335	38197	28.61	0	52	3.47123234513213
149698	1561	16560	10.61	0	76	1561	58955	37.77	0	99	1.47895617308615
149699	1689	1657	0.98	0	9	1689	49844	29.51	0	77	4.55941840687755
149781	2813	7241	2.57	0	57	2813	105479	37.5	0	111	3.51419037663747
149837	1048	2740	2.61	0	24	1048	33877	32.33	0	50	3.27789184111695
149839	1580	16673	10.55	0	76	1580	46845	29.65	0	79	1.13792915139957
149851	1373	385	0.28	0	2	1373	41445	30.19	0	52	6.39964016501677
149865	2755	32534	11.81	0	67	2755	107352	38.97	0	88	1.36949501233263
149871	1419	2801	1.97	0	12	1419	42266	29.79	0	51	3.5657006343539
149879	1648	4907	2.98	0	20	1648	47978	29.11	0	49	2.93527064922135
149908	1896	8304	4.38	0	29	1896	57779	30.47	0	61	2.44552677064606
149953	1300	40822	31.4	0	109	1300	144247	110.96	0	323	1.46834327410536
150166	1458	1618	1.11	0	17	1458	43127	29.58	0	53	4.38313051630971
150184	1286	1796	1.4	0	15	1286	39361	30.61	0	49	4.09764435814277
150231	1322	13928	10.54	0	75	1322	42238	31.95	0	107	1.24708110975789
150243	1172	299	0.26	0	2	1172	37853	32.3	0	47	6.60401877700094
150249	1348	17209	12.77	0	75	1348	70759	52.49	0	126	1.6864241180688
150274	1054	2498	2.37	0	13	1054	26926	25.55	0	44	3.07750437248747
150278	1560	5350	3.43	0	26	1560	45910	29.43	0	51	2.74814710632833
150283	1374	6253	4.55	0	26	1374	47553	34.61	0	95	2.57439053664014
150293	1083	3131	2.89	0	20	1083	31976	29.53	0	50	3.00018000419402
150543	4350	19726	4.53	0	87	4350	141409	32.51	0	107	2.49044064620487
150639	2072	42220	20.38	0	37	2072	159439	76.95	0	146	1.56390732061051
150772	1952	24005	12.3	0	77	1952	82122	42.07	0	99	1.42127354810293
151251	1567	6916	4.41	0	43	1567	58716	37.47	0	64	2.73402546233234
15127	2002	8989	4.49	0	51	2002	133413	66.64	0	99	3.53874109618515
151368	2195	10784	4.91	0	37	2195	71538	32.59	0	60	2.37777446798462
151792	2125	6924	3.26	0	42	2125	83546	39.32	0	93	3.23945949767025
152157	4372	92205	21.09	0	203	4372	257682	58.94	0	252	1.12982801089106
152908	1164	1276	1.1	0	7	1164	26036	22.37	0	43	3.99312987309521
153588	1275	3139	2.46	0	21	1275	44392	34.82	0	74	3.47032602787261
153625	2180	34325	15.75	0	76	2180	100233	45.98	0	127	1.19279468300429
153690	3280	5013	1.53	0	17	3280	113001	34.45	0	102	4.14004047045975
153701	2429	5801	2.39	0	50	2429	85210	35.08	0	123	3.52270627002473
153722	1646	916	0.56	0	11	1646	44947	27.31	0	52	5.25499872226843
153805	1114	190	0.17	0	8	1114	28403	25.5	0	45	6.87595873605663
153898	2197	36106	16.43	0	76	2197	101098	46.02	0	85	1.13306854883476
154420	1189	1515	1.27	0	6	1189	22698	19.09	0	39	3.55705674619252
154488	1166	237	0.2	0	2	1166	26422	22.66	0	55	6.4711440964939
154832	1716	51270	29.88	0	53	1716	138975	80.99	0	122	1.0857036839366
154848	1556	6069	3.9	0	30	1556	46733	30.03	0	74	2.59199849136829
154875	1392	3587	2.58	0	15	1392	43794	31.46	0	63	3.25521574555318
155041	2820	11701	4.15	0	32	2820	80831	28.66	0	69	2.4349954135886
155331	1469	15788	10.75	0	62	1469	51379	34.98	0	98	1.34933367500558
155473	1056	2749	2.6	0	13	1056	24694	23.38	0	38	2.81583144706395
155519	3154	14109	4.47	0	34	3154	117983	37.41	0	117	2.71221727492826
155574	1691	7077	4.19	0	41	1691	60531	35.8	0	72	2.74207748401301
155613	2426	19705	8.12	0	48	2426	96455	39.76	0	81	1.93890616993786
155721	1951	8492	4.35	0	19	1951	58472	29.97	0	53	2.43157182333823
156079	3067	2295	0.75	0	10	3067	92618	30.2	0	53	4.97865418927731
156162	1205	4797	3.98	0	16	1205	37246	30.91	0	65	2.60437336387532
156250	1722	15964	9.27	0	35	1722	74777	43.42	0	118	1.87485852755036
156338	1479	461	0.31	0	7	1479	51868	35.07	0	70	6.46896545042668
156370	1190	8592	7.22	0	39	1190	47855	40.21	0	90	2.12462363947394
156393	1901	10080	5.3	0	38	1901	102869	54.11	0	104	2.99897102209264
156416	1367	2239	1.64	0	8	1367	37025	27.08	0	44	3.69260006451766
156548	3463	13139	3.79	0	30	3463	133780	38.63	0	94	2.99659196962159
156793	1204	5405	4.49	0	18	1204	39696	32.97	0	59	2.52350658248999
157086	2572	12194	4.74	0	74	2572	101650	39.52	0	105	2.70676402824717
157230	1228	5954	4.85	0	35	1228	458683	373.52	0	1745	5.91419698172845
157394	1567	5054	3.23	0	19	1567	41822	26.69	0	64	2.69383328100879
157753	1194	3708	3.11	0	21	1194	10937	9.16	0	52	1.20557306352709
15791	1681	300	0.18	0	1	1681	45296	26.95	0	42	6.8732846017583
157960	1151	116416	101.14	0	233	1151	327612	284.63	0	558	1.13987409190861
158411	1030	1108	1.08	0	3	1030	68124	66.14	0	150	5.58355987358839
158418	3867	2527	0.65	0	11	3867	121742	31.48	0	60	5.24499205803978
159253	1195	383	0.32	0	3	1195	81911	68.54	0	250	7.38987052207992
160066	1973	27691	14.03	0	109	1973	93694	47.49	0	192	1.40624879279918
160131	2055	1128	0.55	0	9	2055	57779	28.12	0	45	5.32316121110862
160152	1126	1285	1.14	0	4	1126	566317	502.95	0	2098	8.43237739479831
160229	1581	4113	2.6	0	19	1581	50527	31.96	0	53	3.26682392546027
160342	1600	1146	0.72	0	5	1600	3032	1.9	0	16	1.04707065244938
162306	1176	16180	13.76	0	45	1176	85826	72.98	0	151	2.05416072644313
162322	1050	21416	20.4	0	76	1050	76487	72.84	0	146	1.48330181567873
162374	1914	14808	7.74	0	34	1914	153509	80.2	0	470	3.02033681075862
162592	2040	12228	5.99	0	85	2040	68719	33.69	0	77	2.13883256589372
162754	2328	1964	0.84	0	12	2328	71384	30.66	0	60	4.83696460444076
162758	2195	26170	11.92	0	98	2195	98710	44.97	0	131	1.5627186937676
162763	2080	1764	0.85	0	6	2080	72767	34.98	0	74	5.0100636833447
162777	2356	15907	6.75	0	32	2356	93937	39.87	0	80	2.20948424361988
162786	2098	7470	3.56	0	26	2098	69914	33.32	0	69	2.8735792999599
162820	3481	12394	3.56	0	30	3481	127596	36.65	0	79	3.01100409761552
162842	2097	11865	5.66	0	34	2097	93331	44.51	0	176	2.62239558818113
162874	1295	7335	5.66	0	51	1295	45132	34.85	0	121	2.26942474348465
162932	4126	13710	3.32	0	37	4126	154496	37.44	0	74	3.14246533379723
162997	1056	695	0.66	0	3	1056	34165	32.35	0	51	5.26229592308216
163003	4143	7731	1.87	0	42	4143	129387	31.23	0	77	3.70896243969368
163014	2021	16103	7.97	0	56	2021	82707	40.92	0	102	2.0072945613156
163018	4498	26354	5.86	0	88	4498	170748	37.96	0	106	2.34264746815961
163026	1591	6581	4.14	0	49	1591	43876	27.58	0	95	2.3830598295754
163063	1630	4105	2.52	0	23	1630	13195	8.1	0	51	1.33163821983282
163090	1478	7344	4.97	0	23	1478	46620	31.54	0	57	2.31300494878897
163091	1032	879	0.85	0	7	1032	25809	25.01	0	47	4.52603845160402
163095	1402	12521	8.93	0	55	1402	61224	43.67	0	105	1.93705049621978
163120	1187	7202	6.07	0	42	1187	40813	34.38	0	85	2.14894116878313
163131	5259	8842	1.68	0	56	5259	176510	33.56	0	138	3.96734962322181
163139	4890	9431	1.93	0	43	4890	145630	29.78	0	86	3.59481104687477
163158	2278	3878	1.7	0	28	2278	70611	31	0	64	3.83580160958464
163161	1548	3277	2.12	0	11	1548	58327	37.68	0	63	3.79880284061033
163165	1933	5752	2.98	0	19	1933	54855	28.38	0	55	2.89863039915914
163174	1386	10829	7.81	0	46	1386	61164	44.13	0	102	2.14550533939475
163193	2006	7324	3.65	0	27	2006	61998	30.91	0	59	2.72924533065159
163194	1603	5127	3.2	0	20	1603	58871	36.73	0	75	3.16795513140504
163214	1253	29157	23.27	0	76	1253	154281	123.13	0	387	2.05077923968496
163245	1224	4601	3.76	0	42	1224	47698	38.97	0	89	3.02069941005215
163260	1445	8861	6.13	0	38	1445	52219	36.14	0	69	2.20677757273456
163265	1271	4116	3.24	0	19	1271	13000	10.23	0	31	1.30588047242145
163282	1353	29034	21.46	0	58	1353	91564	67.67	0	119	1.30400635801379
163287	3972	11764	2.96	0	58	3972	137052	34.5	0	98	3.19006732648469
163298	1395	5829	4.18	0	38	1395	38459	27.57	0	44	2.36866446549005
163326	4995	17879	3.58	0	72	4995	202508	40.54	0	205	3.14845464176339
163357	2735	7358	2.69	0	39	2735	61162	22.36	0	62	2.70238215584731
163363	1232	2410	1.96	0	6	1232	36350	29.5	0	53	3.5589294405821
163412	2029	22694	11.18	0	84	2029	104601	51.55	0	160	1.85219228497303
163419	1143	887	0.78	0	4	1143	572199	500.61	0	1773	8.97313731630399
163452	1945	19682	10.12	0	57	1945	96346	49.54	0	140	1.9385246241128
163522	1070	4281	4	0	22	1070	32391	30.27	0	42	2.56695681561354
163535	1395	552	0.4	0	4	1395	36173	25.93	0	42	5.66561844152668
163539	1266	6437	5.08	0	36	1266	37016	29.24	0	60	2.17218295474102
163543	1465	11544	7.88	0	44	1465	63680	43.47	0	78	2.11089260638246
163569	1548	16059	10.37	0	56	1548	63765	41.19	0	119	1.63701827761578
163574	1907	7156	3.75	0	28	1907	59586	31.25	0	74	2.70603373461432
163576	3893	7987	2.05	0	69	3893	123595	31.75	0	110	3.60020082260219
163582	3086	62010	20.09	0	171	3086	184120	59.66	0	273	1.21742645916267
163592	1082	16426	15.18	0	65	1082	63102	58.32	0	155	1.58895897447222
163933	1741	14209	8.16	0	63	1741	55684	31.98	0	81	1.61766892706958
164865	5621	39268	6.99	0	84	5621	230956	41.09	0	137	2.20256301535297
164907	1398	11303	8.09	0	41	1398	100072	71.58	0	123	2.79248498154715
164949	1022	9867	9.65	0	27	1022	27740	27.14	0	51	1.13895991882416
164981	1037	9487	9.15	0	42	1037	37114	35.79	0	70	1.61485294080573
164983	5874	44168	7.52	0	64	5874	229987	39.15	0	105	2.02734778606151
165004	2128	8450	3.97	0	58	2128	63930	30.04	0	104	2.56681394593206
165015	1859	5338	2.87	0	12	1859	56298	30.28	0	67	3.04638260887079
165077	1549	23892	15.42	0	63	1549	66918	43.2	0	93	1.13336859269654
165159	2852	38780	13.6	0	65	2852	122139	42.83	0	117	1.30215507131409
165193	1420	76746	54.05	0	181	1420	218896	154.15	0	308	1.15910841193327
165359	1614	1729	1.07	0	15	1614	50942	31.56	0	50	4.52955454917306
165382	1803	62521	34.68	0	62	1803	359380	199.32	0	335	2.17005072102244
165406	1320	42715	32.36	0	96	1320	134977	102.26	0	197	1.30709846381771
165499	2644	24374	9.22	0	35	2644	163650	61.89	0	122	2.39400771173905
165550	1432	244	0.17	0	2	1432	48791	34.07	0	56	7.29396343640675
165566	1234	30929	25.06	0	111	1234	112912	91.5	0	331	1.51552537429765
165665	1334	1729	1.3	0	8	1334	94347	70.72	0	107	5.41267479192372
165685	3060	13487	4.41	0	57	3060	113634	37.14	0	99	2.72126329993865
165712	1821	21203	11.64	0	47	1821	92122	50.59	0	119	1.76690122645973
165726	2621	10251	3.91	0	54	2621	83202	31.74	0	113	2.66820166108858
165737	1044	1685	1.61	0	11	1044	34081	32.64	0	53	3.98864850941763
165759	1431	1282	0.9	0	8	1431	45906	32.08	0	67	4.80274537568599
165792	8333	31804	3.82	0	97	8333	372372	44.69	0	103	3.19544754692001
165869	2539	10890	4.29	0	24	2539	85613	33.72	0	77	2.62169502900328
165931	2557	8507	3.33	0	49	2557	75867	29.67	0	63	2.80255088996975
165946	1991	28746	14.44	0	61	1991	80218	40.29	0	98	1.12749110882217
165948	1220	8915	7.31	0	54	1220	55412	45.42	0	80	2.2825244403152
165975	1425	189	0.13	0	4	1425	39324	27.6	0	47	7.37715287908519
165998	5271	33893	6.43	0	85	5271	181911	34.51	0	107	2.07126387666831
166023	1839	38395	20.88	0	53	1839	241133	131.12	0	261	2.29783418809032
166053	1834	19902	10.85	0	64	1834	82607	45.04	0	167	1.70065183030913
166069	3693	13570	3.67	0	31	3693	120329	32.58	0	70	2.79727468124305
166083	2209	26860	12.16	0	126	2209	74627	33.78	0	111	1.12116614491855
166096	1672	26276	15.72	0	35	1672	89343	53.43	0	76	1.41218884512492
166105	6159	59110	9.6	0	35	6159	186147	30.22	0	79	1.30153739511706
166142	1139	59060	51.85	0	124	1139	187946	165.01	0	360	1.31727760929431
166160	3749	88851	23.7	0	52	3749	242082	64.57	0	96	1.09311701352247
166163	3304	27133	8.21	0	92	3304	125068	37.85	0	134	1.85197921865604
166169	4936	21347	4.32	0	87	4936	169470	34.33	0	138	2.63750668535453
166323	1290	12988	10.07	0	29	1290	48062	37.26	0	74	1.5347040364956
166358	1673	9545	5.71	0	51	1673	63335	37.86	0	105	2.37625180590161
166375	1124	50670	45.08	0	98	1124	144715	128.75	0	223	1.16115305723383
166409	2371	37938	16	0	101	2371	123102	51.92	0	135	1.34535852378516
166440	3133	41119	13.12	0	69	3133	148600	47.43	0	157	1.50117219402219
166491	1189	326	0.27	0	2	1189	16617	13.98	0	42	5.34140118877271
166507	5231	5170	0.99	0	33	5231	177231	33.88	0	65	4.74400158481334
166543	1105	21797	19.73	0	50	1105	66593	60.27	0	110	1.25818915429164
166545	1468	3724	2.54	0	18	1468	27611	18.81	0	33	2.53573949231178
166560	4823	43096	8.94	0	72	4823	198354	41.13	0	152	1.84898438087781
166597	6642	68038	10.24	0	253	6642	293200	44.14	0	385	1.75501095984036
166742	1479	814	0.55	0	6	1479	52352	35.4	0	56	5.65531397700645
166815	2105	15826	7.52	0	71	2105	82629	39.25	0	123	2.03102813254946
166896	2308	23288	10.09	0	44	2308	85859	37.2	0	83	1.52951649244978
166959	6112	19497	3.19	0	44	6112	240282	39.31	0	87	3.27040808021997
167063	1696	11336	6.68	0	57	1696	68169	40.19	0	82	2.23605661514544
167087	2834	68668	24.23	0	44	2834	177404	62.6	0	88	1.01650829792938
167135	4106	16892	4.11	0	38	4106	170843	41.61	0	109	2.98686003492382
167146	4157	36066	8.68	0	100	4157	175770	42.28	0	136	1.93134847449895
167235	1692	7318	4.33	0	17	1692	1839348	1087.09	0	4618	7.61902869106265
167241	2329	5713	2.45	0	14	2329	73660	31.63	0	65	3.33757994707557
167253	4705	30511	6.48	0	36	4705	201233	42.77	0	121	2.36967353455246
167264	2164	23386	10.81	0	54	2164	88237	40.77	0	118	1.56228147931464
167341	4352	92947	21.36	0	177	4352	295329	67.86	0	231	1.31478982858417
167379	1773	14738	8.31	0	60	1773	83238	46.95	0	112	2.14534482133154
167388	2188	8822	4.03	0	25	2188	72679	33.22	0	65	2.69034037499516
167391	4789	13997	2.92	0	44	4789	175095	36.56	0	83	3.2933658417388
167424	1781	14484	8.13	0	85	1781	66783	37.5	0	157	1.85270338375632
167433	2169	18764	8.65	0	76	2169	82530	38.05	0	151	1.78426446142757
167440	1010	19346	19.15	0	42	1010	56896	56.33	0	106	1.20369912498798
167443	4042	16602	4.11	0	44	4042	140266	34.7	0	88	2.72486540934469
167451	3500	10203	2.92	0	42	3500	129930	37.12	0	80	3.3152964818083
167453	3041	1614	0.53	0	4	3041	134818	44.33	0	170	6.03328723816281
167477	1020	1287	1.26	0	15	1020	46120	45.22	0	75	4.81260539881236
167533	4869	758	0.16	0	11	4869	149805	30.77	0	68	7.23444877389429
167539	1398	907	0.65	0	10	1398	44037	31.5	0	107	5.24590834580693
167593	2392	11948	4.99	0	36	2392	89577	37.45	0	143	2.5549940435696
167609	1991	4667	2.34	0	17	1991	62649	31.47	0	56	3.39653678927577
167640	1212	1669	1.38	0	14	1212	38902	32.1	0	55	4.18697317079224
167647	1901	54765	28.81	0	84	1901	200344	105.39	0	342	1.5182364623444
