chrom	length.x	bases.x	mean.x	min.x	max.x	length.y	bases.y	mean.y	min.y	max.y	fmnorm
123607	2387	35350	14.81	0	90	2387	124979	52.36	0	159	1.46903350221714
123659	1011	16783	16.6	0	36	1011	68002	67.26	0	108	1.66570558285304
123762	1506	2197	1.46	0	15	1506	36874	24.48	0	52	3.71470332937338
123837	1105	2587	2.34	0	19	1105	39270	35.54	0	76	3.57200329200602
124264	1030	20287	19.7	0	52	1030	53385	51.83	0	98	1.04273180960171
124430	1037	4564	4.4	0	14	1037	32469	31.31	0	73	2.47818812517476
124538	1570	3216	2.05	0	13	1570	68668	43.74	0	102	4.06239745110339
124675	1085	6260	5.77	0	24	1085	29648	27.33	0	50	1.89098228143847
124843	1079	14382	13.33	0	72	1079	40302	37.35	0	96	1.13357150814837
124911	1278	593	0.46	0	7	1278	54609	42.73	0	120	6.18461169118485
125084	1619	940	0.58	0	6	1619	53015	32.75	0	118	5.46643824174535
125205	1034	4006	3.87	0	19	1034	27790	26.88	0	48	2.4432677121951
125333	1034	1047	1.01	0	4	1034	23933	23.15	0	41	4.16572504095655
125469	1281	1165	0.91	0	6	1281	42218	32.96	0	70	4.82584593254527
125539	1418	53361	37.63	0	173	1418	158763	111.96	0	462	1.22016824306578
125747	1118	7987	7.14	0	42	1118	51423	46	0	94	2.33477792736338
125781	1151	7644	6.64	0	31	1151	54184	47.08	0	134	2.47299921925227
125795	1452	3209	2.21	0	14	1452	45731	31.5	0	58	3.48037359944396
125811	1196	251	0.21	0	2	1196	201377	168.38	0	305	9.29425578910648
126138	1021	13689	13.41	0	43	1021	40490	39.66	0	101	1.21151548588512
126363	1651	4434	2.69	0	26	1651	62736	38	0	96	3.46746138622243
126431	1021	12367	12.11	0	82	1021	86253	84.48	0	199	2.44955101522487
126524	1445	3026	2.09	0	12	1445	64360	44.54	0	78	4.06066675626765
126666	1087	6499	5.98	0	21	1087	39324	36.18	0	70	2.24411506398388
126692	1022	4387	4.29	0	17	1022	19459	19.04	0	78	1.79712397136914
126782	1030	35772	34.73	0	61	1030	121036	117.51	0	217	1.40566926385056
126890	1275	3758	2.95	0	25	1275	35518	27.86	0	69	2.8865484439128
127036	1278	72211	56.5	0	210	1278	215752	168.82	0	504	1.22630310227106
127159	1190	4133	3.47	0	16	1190	44899	37.73	0	79	3.0898445777926
127250	1466	11585	7.9	0	26	1466	62110	42.37	0	87	2.07025861586017
127273	1015	5341	5.26	0	31	1015	36278	35.74	0	57	2.41154497530994
127461	1087	1530	1.41	0	6	1087	51781	47.64	0	108	4.72554639102607
127496	1228	14098	11.48	0	57	1228	70657	57.54	0	214	1.97258262462435
127719	1060	817	0.77	0	3	1060	45265	42.7	0	84	5.4403738593737
127770	1138	88547	77.81	0	189	1138	270721	237.89	0	460	1.2594071883421
127960	1217	32107	26.38	0	91	1217	118161	97.09	0	196	1.52701819069041
128095	1027	620	0.6	0	4	1027	200704	195.43	0	627	7.99461377853308
128179	1267	1577	1.24	0	9	1267	35560	28.07	0	40	4.1477570836864
128247	1016	4495	4.42	0	28	1016	48456	47.69	0	119	3.07870855356367
128257	1074	6718	6.26	0	21	1074	38780	36.11	0	70	2.17530390357677
128683	1075	718	0.67	0	6	1075	219254	203.96	0	492	7.89704947773153
128909	1003	334	0.33	0	14	1003	30110	30.02	0	64	6.15445418782298
129370	1099	22653	20.61	0	41	1099	69420	63.17	0	107	1.2630351129019
129418	1150	11454	9.96	0	37	1150	34746	30.21	0	61	1.24794858222061
12948	1503	5720	3.81	0	24	1503	50862	33.84	0	78	2.79800671118737
130960	1122	867	0.77	0	6	1122	30104	26.83	0	48	4.76998484412637
131155	1166	9166	7.86	0	43	1166	66215	56.79	0	108	2.500175739727
131208	1147	138411	120.67	0	862	1147	384673	335.37	0	1716	1.12182663671025
131224	1015	4138	4.08	0	22	1015	24805	24.44	0	34	2.22974327340798
131454	1177	5909	5.02	0	30	1177	15500	13.17	0	53	1.03863612186649
131940	1024	394	0.38	0	2	1024	35009	34.19	0	53	6.13857123955056
132011	1036	6428	6.2	0	37	1036	32750	31.61	0	58	1.99718096019101
132018	1032	13651	13.23	0	29	1032	39159	37.94	0	89	1.16704666269355
132156	1524	211	0.14	0	1	1524	40806	26.78	0	55	7.22672536882745
132590	1062	8678	8.17	0	39	1062	39083	36.8	0	86	1.81843782835944
132619	1392	16809	12.08	0	55	1392	50864	36.54	0	69	1.24399622486316
132794	1233	13109	10.63	0	29	1233	44169	35.82	0	61	1.3997637860156
134294	1571	30678	19.53	0	122	1571	98267	62.55	0	261	1.32645798072714
13451	1048	3003	2.87	0	17	1048	47424	45.25	0	116	3.62593519574299
134536	1070	2597	2.43	0	11	1070	34187	31.95	0	51	3.36392775778932
13517	1415	1254	0.89	0	16	1415	43051	30.42	0	55	4.74221105231885
13653	1746	24289	13.91	0	70	1746	175943	100.77	0	341	2.50401192197416
14245	1088	3508	3.22	0	8	1088	539531	495.89	0	1271	6.91395567959465
143342	1418	392	0.28	0	5	1418	40681	28.69	0	50	6.32611737627181
143402	1456	5278	3.62	0	24	1456	41420	28.45	0	64	2.62150709567149
143425	1383	334	0.24	0	4	1383	31566	22.82	0	37	6.21826062112827
143533	3759	21334	5.68	0	53	3759	140798	37.46	0	106	2.36852811029911
143981	1080	2671	2.47	0	23	1080	28226	26.14	0	58	3.0508162397715
143983	1302	3018	2.32	0	45	1302	42698	32.79	0	69	3.46819923682624
144244	1896	6028	3.18	0	69	1896	63420	33.45	0	75	3.04204758580521
144327	1486	7975	5.37	0	56	1486	56370	37.93	0	93	2.46748542386957
144399	1068	539	0.5	0	5	1068	31123	29.14	0	50	5.51206901785053
144800	2177	2063	0.95	0	12	2177	69625	31.98	0	89	4.72023866071013
144953	1370	15254	11.13	0	45	1370	57798	42.19	0	89	1.56958754043814
145004	1315	30958	23.54	0	42	1315	84868	64.54	0	103	1.10221930300924
145331	1108	1179	1.06	0	4	1108	3956	3.57	0	20	1.39899985502665
145532	7124	14478	2.03	0	49	7124	261429	36.7	0	94	3.82336847610615
145950	1521	1127	0.74	0	21	1521	45556	29.95	0	54	4.98602696760794
146130	2148	237	0.11	0	3	2148	68425	31.86	0	51	7.82523897844876
146173	1223	9167	7.5	0	39	1223	49074	40.13	0	96	2.0668587009575
146460	1387	2394	1.73	0	13	1387	47826	34.48	0	65	3.96405587701312
146558	1092	2129	1.95	0	9	1092	19193	17.58	0	39	2.81952908695454
14657	1018	1633	1.6	0	8	1018	261930	257.3	0	762	6.97637578729455
146577	1795	3728	2.08	0	30	1795	62491	34.81	0	62	3.71198642614334
146737	2012	12817	6.37	0	63	2012	63883	31.75	0	69	1.96453135985134
146880	1165	9977	8.56	0	23	1165	30185	25.91	0	41	1.24496635933969
146941	1120	48	0.04	0	1	1120	39676	35.42	0	80	9.43748854231266
146969	2409	879	0.36	0	5	2409	80256	33.32	0	58	6.17938772948398
147008	1083	2622	2.42	0	15	1083	37084	34.24	0	71	3.4697437946873
147078	2374	8955	3.77	0	27	2374	84621	35.64	0	90	2.888000953814
147273	6271	14717	2.35	0	43	6271	200184	31.92	0	65	3.41086803521809
147372	4254	2826	0.66	0	9	4254	116692	27.43	0	50	5.02428483305057
147379	1403	8887	6.33	0	24	1403	34753	24.77	0	49	1.61545650937877
147393	2858	2798	0.98	0	12	2858	106134	37.14	0	84	4.89118830138096
147395	1533	4535	2.96	0	55	1533	48851	31.87	0	117	3.07566998370965
147522	1092	1559	1.43	0	12	1092	20307	18.6	0	68	3.34835561477775
147822	1374	7155	5.21	0	29	1374	29292	21.32	0	49	1.67999220604141
147857	2500	2635	1.05	0	18	2500	80268	32.11	0	50	4.58170147762039
148158	1479	14879	10.06	0	70	1479	107569	72.73	0	217	2.50106031671704
148211	1188	386	0.32	0	4	1188	78267	65.88	0	139	7.3327648852871
148217	1474	2537	1.72	0	36	1474	34675	23.52	0	46	3.42054763569501
148287	1168	4597	3.94	0	18	1168	30695	26.28	0	59	2.3848377864267
148312	1712	599	0.35	0	2	1712	79970	46.71	0	193	6.70737275841597
14834	1370	757	0.55	0	6	1370	42127	30.75	0	46	5.45215102715005
148457	1012	1256	1.24	0	22	1012	24530	24.24	0	49	3.93611771864682
148512	1790	7487	4.18	0	29	1790	72822	40.68	0	116	2.92988487733736
148621	1372	19217	14.01	0	31	1372	63067	45.97	0	86	1.36137575594673
148644	1574	21654	13.76	0	149	1574	114076	72.48	0	775	2.04424253090488
148647	4006	10368	2.59	0	28	4006	128165	31.99	0	68	3.27373703498987
148693	2439	5594	2.29	0	29	2439	85764	35.16	0	81	3.58765561260721
148717	1268	9413	7.42	0	32	1268	25847	20.38	0	36	1.10480300510576
148891	1632	10811	6.62	0	27	1632	64967	39.81	0	84	2.23536779484488
148999	2126	3980	1.87	0	28	2126	60390	28.41	0	51	3.57242870186265
149153	3714	42	0.01	0	2	3714	260	0.07	0	10	2.45449496761835
149211	1165	25932	22.26	0	82	1165	107673	92.42	0	213	1.70089154238532
149412	1805	2942	1.63	0	13	1805	60887	33.73	0	59	4.0182284943478
149463	1181	5472	4.63	0	28	1181	38584	32.67	0	70	2.46602240173857
149510	1679	3694	2.2	0	21	1679	53238	31.71	0	72	3.49650249413993
149531	1303	5616	4.31	0	37	1303	53357	40.95	0	94	2.89524372300002
149570	1335	2665	2	0	18	1335	38197	28.61	0	52	3.4855876381092
149698	1561	16481	10.56	0	76	1561	58862	37.71	0	99	1.48347736134396
149699	1689	1706	1.01	0	10	1689	49792	29.48	0	75	4.51444937190402
149781	2813	7241	2.57	0	57	2813	105398	37.47	0	109	3.51303575869598
149837	1048	2700	2.58	0	23	1048	33979	32.42	0	50	3.29858116565503
149839	1580	16640	10.53	0	76	1580	46951	29.72	0	79	1.14406872507363
149851	1373	385	0.28	0	2	1373	41476	30.21	0	52	6.40059559223108
149865	2755	32534	11.81	0	67	2755	107309	38.95	0	88	1.36875440911262
149871	1419	2801	1.97	0	12	1419	42336	29.84	0	51	3.56812004635961
149879	1648	4650	2.82	0	20	1648	47948	29.09	0	49	3.01389627426226
149908	1896	8304	4.38	0	29	1896	57779	30.47	0	61	2.44552677064606
149953	1300	41040	31.57	0	108	1300	143320	110.25	0	322	1.45129253558001
150166	1458	1618	1.11	0	17	1458	43044	29.52	0	53	4.38020118527104
150184	1286	1758	1.37	0	15	1286	39637	30.82	0	49	4.13875910911501
150231	1322	12312	9.31	0	64	1322	42214	31.93	0	107	1.42519952557205
150243	1172	299	0.26	0	2	1172	37853	32.3	0	47	6.60401877700094
150249	1348	17437	12.94	0	77	1348	70822	52.54	0	127	1.66871862870187
150274	1054	2498	2.37	0	13	1054	27171	25.78	0	44	3.09043334502414
150278	1560	5384	3.45	0	26	1560	45910	29.43	0	51	2.73975932083561
150283	1374	6253	4.55	0	26	1374	47597	34.64	0	95	2.57564052520141
150293	1083	3047	2.81	0	16	1083	31866	29.42	0	47	3.03529525659465
150543	4350	19988	4.59	0	90	4350	140732	32.35	0	99	2.46433969902681
150639	2072	42215	20.37	0	37	2072	159508	76.98	0	146	1.5651777364057
150772	1952	19321	9.9	0	66	1952	79190	40.57	0	99	1.68205291780005
151251	1567	6919	4.42	0	43	1567	58716	37.47	0	64	2.73075774849843
15127	2002	8989	4.49	0	51	2002	133413	66.64	0	99	3.53874109618515
151368	2195	10639	4.85	0	40	2195	71618	32.63	0	63	2.39728238057812
151792	2125	7014	3.3	0	42	2125	83584	39.33	0	93	3.22223230225784
152157	4372	94361	21.58	0	198	4372	253119	57.9	0	253	1.07100852894933
152908	1164	1307	1.12	0	7	1164	26036	22.37	0	43	3.96713466456226
153588	1275	3197	2.51	0	21	1275	44095	34.58	0	72	3.43131864525226
153625	2180	33377	15.31	0	70	2180	97205	44.59	0	127	1.18938596237486
153690	3280	4451	1.36	0	15	3280	113007	34.45	0	102	4.30996547190206
153701	2429	5554	2.29	0	48	2429	85432	35.17	0	123	3.58806587708911
153722	1646	1008	0.61	0	12	1646	44856	27.25	0	52	5.12844322254951
153805	1114	190	0.17	0	8	1114	28403	25.5	0	45	6.87595873605663
153898	2197	36053	16.41	0	76	2197	101256	46.09	0	85	1.13701857438368
154420	1189	1762	1.48	0	7	1189	22401	18.84	0	39	3.31726992954458
154488	1166	308	0.26	0	2	1166	26377	22.62	0	55	6.09008354140948
154832	1716	51309	29.9	0	53	1716	139431	81.25	0	123	1.08936237416582
154848	1556	6036	3.88	0	30	1556	46992	30.2	0	76	2.60756003758606
154875	1392	3587	2.58	0	15	1392	43794	31.46	0	63	3.25521574555318
155041	2820	11817	4.19	0	32	2820	80792	28.65	0	69	2.42065303550566
155331	1469	15100	10.28	0	54	1469	50713	34.52	0	91	1.39473224554582
155473	1056	2739	2.59	0	13	1056	24694	23.38	0	38	2.82139097240585
155519	3154	14109	4.47	0	34	3154	117983	37.41	0	117	2.71221727492826
155574	1691	7112	4.21	0	41	1691	60369	35.7	0	70	2.73117198141081
155613	2426	19686	8.11	0	48	2426	96452	39.76	0	81	1.94068398290576
155721	1951	8357	4.28	0	19	1951	58591	30.03	0	53	2.45786181871675
156079	3067	2390	0.78	0	12	3067	92618	30.2	0	53	4.92207066091094
156162	1205	5097	4.23	0	16	1205	36929	30.65	0	65	2.50429755101894
156250	1722	15932	9.25	0	35	1722	74542	43.29	0	118	1.87364857536943
156338	1479	425	0.29	0	6	1479	51679	34.94	0	68	6.55982294334993
156370	1190	8592	7.22	0	39	1190	47855	40.21	0	90	2.12462363947394
156393	1901	10092	5.31	0	38	1901	103108	54.24	0	106	2.99971345789294
156416	1367	2239	1.64	0	8	1367	36923	27.01	0	44	3.68886596545163
156548	3463	13100	3.78	0	30	3463	133712	38.61	0	94	2.99965646028153
156793	1204	5443	4.52	0	18	1204	39733	33	0	59	2.51521139227874
157086	2572	12233	4.76	0	74	2572	102020	39.67	0	108	2.70615496439808
157230	1228	5959	4.85	0	35	1228	462492	376.62	0	1765	5.92612110279049
157394	1567	4717	3.01	0	19	1567	41714	26.62	0	64	2.79181522471294
15791	1681	300	0.18	0	1	1681	45296	26.95	0	42	6.8732846017583
157960	1151	116614	101.32	0	233	1151	327643	284.66	0	559	1.13746084535756
158411	1030	1108	1.08	0	3	1030	68205	66.22	0	150	5.58530383879428
158418	3867	2527	0.65	0	11	3867	121706	31.47	0	60	5.24453369583072
159253	1195	383	0.32	0	3	1195	81807	68.46	0	250	7.38818562257058
160066	1973	27691	14.03	0	109	1973	93609	47.45	0	191	1.40503312384932
160131	2055	1063	0.52	0	9	2055	57608	28.03	0	45	5.39945635645215
160152	1126	627	0.56	0	4	1126	568377	504.78	0	2107	9.46315225316619
160229	1581	4113	2.6	0	19	1581	50527	31.96	0	53	3.26682392546027
162306	1176	16180	13.76	0	45	1176	86314	73.4	0	158	2.06243963858922
162322	1050	21418	20.4	0	76	1050	76784	73.13	0	146	1.48903425538979
162374	1914	14566	7.61	0	34	1914	152799	79.83	0	465	3.03810269780058
162592	2040	12128	5.95	0	85	2040	68563	33.61	0	77	2.14506901467344
162754	2328	2095	0.9	0	12	2328	71923	30.89	0	63	4.74821110485871
162758	2195	26856	12.24	0	108	2195	99022	45.11	0	136	1.52898377358745
162763	2080	1764	0.85	0	6	2080	72767	34.98	0	74	5.0100636833447
162777	2356	15112	6.41	0	32	2356	94315	40.03	0	80	2.28982539932954
162786	2098	7071	3.37	0	27	2098	68534	32.67	0	68	2.92428600381695
162820	3481	13074	3.76	0	30	3481	127562	36.65	0	79	2.93214867690428
162842	2097	12196	5.82	0	34	2097	93089	44.39	0	176	2.57828369597756
162874	1295	7118	5.5	0	50	1295	44636	34.47	0	118	2.29497782051599
162932	4126	13866	3.36	0	37	4126	154051	37.34	0	74	3.12132883500819
162997	1056	695	0.66	0	3	1056	34105	32.3	0	51	5.26006437578358
163003	4143	7463	1.8	0	40	4143	129694	31.3	0	80	3.76723389105105
163014	2021	15404	7.62	0	53	2021	81097	40.13	0	97	2.04395829884742
163018	4498	26354	5.86	0	88	4498	170748	37.96	0	106	2.34264746815961
163026	1591	6760	4.25	0	49	1591	44330	27.86	0	97	2.35980055713694
163063	1630	4136	2.54	0	24	1630	13195	8.1	0	51	1.32023345656057
163090	1478	7746	5.24	0	25	1478	46155	31.23	0	57	2.22243389804387
163091	1032	879	0.85	0	7	1032	25809	25.01	0	47	4.52603845160402
163095	1402	12316	8.78	0	54	1402	61446	43.83	0	105	1.96676587955004
163120	1187	7239	6.1	0	42	1187	40603	34.21	0	82	2.1346770018784
163131	5259	9193	1.75	0	60	5259	175726	33.41	0	133	3.90199320106339
163139	4890	9236	1.89	0	43	4890	145390	29.73	0	86	3.62260136924732
163158	2278	3823	1.68	0	27	2278	70648	31.01	0	64	3.85334043339461
163161	1548	3277	2.12	0	11	1548	58327	37.68	0	63	3.79880284061033
163165	1933	5874	3.04	0	20	1933	55240	28.58	0	58	2.88000273321298
163174	1386	10791	7.79	0	46	1386	60897	43.94	0	100	2.14297968192235
163193	2006	7181	3.58	0	26	2006	62360	31.09	0	59	2.76555916963755
163194	1603	4800	2.99	0	18	1603	59037	36.83	0	75	3.26980405326238
163214	1253	29157	23.27	0	76	1253	154281	123.13	0	387	2.05077923968496
163245	1224	4652	3.8	0	42	1224	48080	39.28	0	89	3.01686365154449
163260	1445	8568	5.93	0	38	1445	52284	36.18	0	69	2.25622844363598
163265	1271	4116	3.24	0	19	1271	13030	10.25	0	31	1.30869823706893
163282	1353	29082	21.49	0	58	1353	91921	67.94	0	120	1.30773578101216
163287	3972	11764	2.96	0	58	3972	137063	34.51	0	99	3.19048543836731
163298	1395	5399	3.87	0	34	1395	38406	27.53	0	44	2.4777391840119
163326	4995	17912	3.59	0	72	4995	202510	40.54	0	205	3.14443038520459
163357	2735	7291	2.67	0	38	2735	60812	22.23	0	62	2.70473634690018
163363	1232	2256	1.83	0	6	1232	36318	29.48	0	53	3.65696101637177
163412	2029	24166	11.91	0	84	2029	106193	52.34	0	162	1.78288055674467
163419	1143	887	0.78	0	4	1143	574512	502.64	0	1775	8.9789756914446
163452	1945	19617	10.09	0	54	1945	96043	49.38	0	139	1.93814070759717
163522	1070	4281	4	0	22	1070	32462	30.34	0	42	2.57028922603306
163535	1395	552	0.4	0	4	1395	36228	25.97	0	42	5.66784224935179
163539	1266	6518	5.15	0	36	1266	36880	29.13	0	59	2.14700140963051
163543	1465	10987	7.5	0	43	1465	64858	44.27	0	83	2.20850691827537
163569	1548	15638	10.1	0	54	1548	64016	41.35	0	118	1.68067208198023
163574	1907	7007	3.67	0	27	1907	59670	31.29	0	75	2.73898973595846
163576	3893	7987	2.05	0	69	3893	123595	31.75	0	110	3.60020082260219
163582	3086	60680	19.66	0	152	3086	184576	59.81	0	273	1.25226344148752
163592	1082	16390	15.15	0	65	1082	63066	58.29	0	155	1.59107065350693
163933	1741	14301	8.21	0	64	1741	56214	32.29	0	83	1.62277335939692
164865	5621	37992	6.76	0	78	5621	230767	41.05	0	138	2.24942711594373
164907	1398	11525	8.24	0	41	1398	99812	71.4	0	121	2.76234787729399
164949	1022	9867	9.65	0	27	1022	27739	27.14	0	51	1.13895991882416
164981	1037	9692	9.35	0	42	1037	37212	35.88	0	70	1.58728166570501
164983	5874	44567	7.59	0	67	5874	229866	39.13	0	107	2.01324336504607
165004	2128	8009	3.76	0	55	2128	64396	30.26	0	104	2.65574746609985
165015	1859	5292	2.85	0	12	1859	56473	30.38	0	67	3.06122809101073
165077	1549	23955	15.46	0	62	1549	66735	43.08	0	93	1.12561797618011
165159	2852	38357	13.45	0	68	2852	124339	43.6	0	115	1.34386200778105
165193	1420	76970	54.2	0	185	1420	217924	153.47	0	303	1.14873195696489
165359	1614	1729	1.07	0	15	1614	50942	31.56	0	50	4.52955454917306
165382	1803	62266	34.53	0	62	1803	358725	198.96	0	335	2.17369621892427
165406	1320	46814	35.47	0	100	1320	135605	102.73	0	201	1.18132636019537
165499	2644	24374	9.22	0	35	2644	163599	61.88	0	122	2.39377458658044
165550	1432	311	0.22	0	3	1432	50133	35.01	0	69	6.96125977335195
165566	1234	30929	25.06	0	111	1234	112757	91.38	0	331	1.51363207344733
165665	1334	1761	1.32	0	8	1334	94382	70.75	0	107	5.3912603588089
165685	3060	13671	4.47	0	59	3060	113509	37.09	0	99	2.69982357688044
165712	1821	21124	11.6	0	47	1821	91954	50.5	0	119	1.76929862807233
165726	2621	8388	3.2	0	38	2621	80723	30.8	0	91	2.91392658625565
165737	1044	1685	1.61	0	11	1044	34044	32.61	0	53	3.98732189319459
165759	1431	1282	0.9	0	8	1431	45865	32.05	0	67	4.80139559073718
165792	8333	33183	3.98	0	103	8333	372297	44.68	0	105	3.13592889550041
165869	2539	11172	4.4	0	26	2539	86251	33.97	0	77	2.59582583491529
165931	2557	8572	3.35	0	49	2557	75948	29.7	0	62	2.79536997590374
165946	1991	29005	14.57	0	60	1991	79991	40.18	0	98	1.11061673222953
165948	1220	8915	7.31	0	54	1220	55412	45.42	0	80	2.2825244403152
165975	1425	189	0.13	0	4	1425	39313	27.59	0	47	7.37663006877293
165998	5271	36032	6.84	0	97	5271	185989	35.29	0	137	2.01433124545457
166023	1839	38395	20.88	0	53	1839	241595	131.37	0	261	2.30058228416467
166053	1834	20403	11.12	0	65	1834	82606	45.04	0	166	1.66519008491747
166069	3693	13570	3.67	0	31	3693	120599	32.66	0	70	2.80081286827923
166083	2209	27132	12.28	0	127	2209	74645	33.79	0	114	1.10742583535437
166096	1672	26276	15.72	0	35	1672	89343	53.43	0	76	1.41218884512492
166105	6159	59031	9.58	0	35	6159	185685	30.15	0	79	1.30120048661201
166142	1139	59060	51.85	0	124	1139	188006	165.06	0	360	1.31771469689753
166160	3749	88931	23.72	0	52	3749	241970	64.54	0	96	1.09122961350169
166163	3304	26866	8.13	0	92	3304	124817	37.78	0	132	1.86343548987409
166169	4936	23574	4.78	0	102	4936	168865	34.21	0	137	2.4864756263479
166323	1290	12778	9.91	0	27	1290	47606	36.9	0	76	1.54380389932202
166358	1673	12664	7.57	0	70	1673	64197	38.37	0	95	1.98875360517781
166375	1124	50670	45.08	0	98	1124	144867	128.89	0	223	1.16272096070848
166409	2371	36696	15.48	0	95	2371	126033	53.16	0	136	1.42707567869251
166440	3133	41282	13.18	0	68	3133	152602	48.71	0	166	1.53300765839314
166491	1189	326	0.27	0	2	1189	16481	13.86	0	42	5.32896408553449
166507	5231	5170	0.99	0	33	5231	177269	33.89	0	65	4.74442734696513
166543	1105	21949	19.86	0	53	1105	66220	59.93	0	109	1.2405527966028
166545	1468	3961	2.7	0	18	1468	27907	19.01	0	33	2.46286726515847
166560	4823	42739	8.86	0	71	4823	199129	41.29	0	151	1.86755386018191
166597	6642	69304	10.43	0	260	6642	290337	43.71	0	388	1.71436426582665
166742	1479	849	0.57	0	6	1479	52105	35.23	0	56	5.59683879089097
166815	2105	15371	7.3	0	69	2105	82587	39.23	0	123	2.07312901187046
166896	2308	23271	10.08	0	44	2308	86677	37.56	0	86	1.5448414697146
166925	2235	43583	19.5	0	70	2235	111653	49.96	0	124	1.00443939853173
166959	6112	19709	3.22	0	44	6112	239963	39.26	0	87	3.2550676249123
167063	1696	10839	6.39	0	53	1696	68162	40.19	0	82	2.3000887866725
167087	2834	69094	24.38	0	44	2834	177309	62.56	0	88	1.00668243224789
167135	4106	16713	4.07	0	38	4106	170775	41.59	0	109	3.00027603094086
167146	4157	36458	8.77	0	101	4157	176067	42.35	0	136	1.91885326733557
167235	1692	7281	4.3	0	17	1692	1836458	1085.38	0	4610	7.62678790029957
167241	2329	5964	2.56	0	14	2329	73691	31.64	0	65	3.27467393003354
167253	4705	30511	6.48	0	36	4705	201305	42.79	0	121	2.37034800629961
167264	2164	23364	10.8	0	55	2164	88317	40.81	0	118	1.56503144376802
167341	4352	91743	21.08	0	169	4352	294302	67.62	0	230	1.32871519481691
167379	1773	14771	8.33	0	60	1773	83569	47.13	0	111	2.14739732621055
167388	2188	8822	4.03	0	25	2188	72679	33.22	0	65	2.69034037499516
167391	4789	13883	2.9	0	44	4789	175244	36.59	0	83	3.3044646558849
167424	1781	14710	8.26	0	85	1781	67086	37.67	0	158	1.83634239208869
167433	2169	18895	8.71	0	83	2169	80990	37.34	0	146	1.74711734918808
167440	1010	19385	19.19	0	42	1010	57034	56.47	0	106	1.20426996534666
167443	4042	17540	4.34	0	46	4042	141318	34.96	0	95	2.65707828261687
167451	3500	8384	2.4	0	42	3500	128341	36.67	0	68	3.58063400066389
167453	3041	1614	0.53	0	4	3041	134756	44.31	0	169	6.03263620248349
167477	1020	1287	1.26	0	15	1020	46120	45.22	0	75	4.81260539881236
167533	4869	758	0.16	0	11	4869	149852	30.78	0	67	7.23491756188896
167539	1398	699	0.5	0	10	1398	44037	31.5	0	107	5.62441996906066
167593	2392	11948	4.99	0	36	2392	89626	37.47	0	143	2.5557643025526
167609	1991	4616	2.32	0	16	1991	62649	31.47	0	56	3.4089205137316
167640	1212	1669	1.38	0	14	1212	38902	32.1	0	55	4.18697317079224
167647	1901	54726	28.79	0	84	1901	200234	105.33	0	342	1.51841675359922
167670	2535	26796	10.57	0	72	2535	100597	39.68	0	109	1.55557669456494
